,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.220028,0.826417,0.489589,0.264171,0.719065,0.421275
CK,0.58505,0.444104,0.141101,0.515417,0.46943,0.705283
CD3,0.605929,0.74645,0.870525,0.84641,0.640693,0.803436
CD8,0.761275,0.413386,0.724736,0.774341,0.632085,0.888332
CD20,0.773443,0.836985,0.8236,0.772211,0.840923,0.730678
CD56,0.801276,0.522422,0.797558,0.687375,0.701414,0.660191
CD68,0.239707,0.770245,0.858732,0.802639,0.685605,0.683302
AF,0.821948,0.0306671,0.478326,0.831787,0.62975,0.748226
