,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.148387,0.809456,0.428643,0.268046,0.63884,0.396026
CK,0.576281,0.355357,0.0520909,0.544191,0.492096,0.682496
CD3,0.468967,0.635686,0.785792,0.755411,0.51252,0.739123
CD20,0.618109,0.226365,0.571396,0.768652,0.521698,0.834128
CD68,0.67034,0.798581,0.673164,0.664148,0.712591,0.749938
CD56,0.764564,0.42869,0.765518,0.570992,0.601222,0.564309
CD8,0.356204,0.770312,0.841985,0.834174,0.745349,0.608215
AF,0.80168,0.0517497,0.502903,0.818464,0.602486,0.762472
