,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.223879,0.777004,0.445886,0.370302,0.663371,0.494099
CK,0.584814,0.3891,0.10965,0.574919,0.520834,0.732802
CD3,0.497812,0.616593,0.767087,0.74558,0.494778,0.703941
CD20,0.658912,0.163796,0.554305,0.788995,0.524827,0.816253
CD68,0.639978,0.817355,0.680115,0.641126,0.704855,0.74643
CD56,0.721131,0.452364,0.756283,0.548318,0.579247,0.558615
CD8,0.377197,0.774318,0.826757,0.822262,0.739724,0.640326
AF,0.794124,0.0481531,0.492488,0.817283,0.597364,0.742509
