,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.102213,0.230661,0.168336,0.176546,0.166835,0.189221
CK,0.171074,0.117255,0.0965325,0.119009,0.147547,0.133441
CD3,0.158399,0.214192,0.32774,0.147908,0.183332,0.214155
CD20,0.237458,0.13332,0.208478,0.265499,0.156785,0.282302
CD68,0.237302,0.202621,0.227715,0.198822,0.260269,0.16439
CD56,0.228301,0.164107,0.23376,0.179439,0.215101,0.19453
CD8,0.105448,0.230869,0.286151,0.297014,0.196083,0.186666
AF,0.194815,0.0934792,0.146076,0.215772,0.142162,0.139377
