,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.305243,0.38015,0.389513,0.70412,0.406367,0.79588
CK,0.451311,0.745318,0.752809,0.531835,0.531835,0.597378
CD3,0.104869,0.468165,0.859551,0.730337,0.544944,0.713483
CD8,0.264045,0.462547,0.485019,0.780899,0.430712,0.462547
CD20,0.140449,0.522472,0.383895,0.636704,0.410112,0.38015
CD56,0.621723,0.400749,0.376404,0.473783,0.338951,0.342697
CD68,0.181648,0.707865,0.524345,0.299625,0.185393,0.558052
AF,0.629213,0.38015,0.0955056,0.897004,0.297753,0.247191
