,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.09665,0.210509,0.155886,0.164325,0.15419,0.171772
CK,0.159141,0.107132,0.0882694,0.11205,0.130163,0.121389
CD3,0.146819,0.20198,0.289137,0.136879,0.160393,0.172943
CD20,0.223834,0.116438,0.185009,0.239305,0.13763,0.252937
CD68,0.188938,0.166556,0.182285,0.168248,0.210215,0.144211
CD56,0.153636,0.114776,0.174405,0.12056,0.144749,0.132069
CD8,0.104887,0.231418,0.275007,0.28073,0.191519,0.196883
AF,0.188483,0.0875046,0.135556,0.198869,0.137464,0.13188
