,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.179587,0.485076,0.301892,0.23458,0.523078,0.417463
CK,0.582727,0.071082,0.0573243,0.100429,0.0542131,0.0576368
CD3,0.0189019,0.211837,0.0449354,0.0319687,0.0262219,0.0380044
CD8,0.0233143,0.027103,0.275347,0.0332023,0.0200932,0.0479707
CD20,0.0132865,0.019099,0.0232731,0.142214,0.0381876,0.024426
CD56,0.0135399,0.0254135,0.0290899,0.0387594,0.148485,0.0291456
CD68,0.0156469,0.0689468,0.0676505,0.0708791,0.0443223,0.262985
AF,0.152997,0.0914431,0.200487,0.347967,0.1454,0.122369
