,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.429098,0.558011,0.430939,0.60221,0.38674,0.821363
CK,0.390424,0.633517,0.732965,0.697974,0.692449,0.53407
CD3,0.0276243,0.370166,0.933702,0.74954,0.458564,0.642726
CD8,0.384899,0.478821,0.583794,0.904236,0.416206,0.528545
CD20,0.123389,0.430939,0.313076,0.473297,0.298343,0.316759
CD56,0.705341,0.458564,0.410681,0.500921,0.348066,0.38674
CD68,0.151013,0.797422,0.650092,0.241252,0.152855,0.581952
AF,0.60221,0.526703,0.0313076,0.898711,0.19337,0.127072
