,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.09938,0.224995,0.164023,0.171598,0.161068,0.181326
CK,0.170361,0.11876,0.0950918,0.118182,0.145077,0.132363
CD3,0.152443,0.212249,0.314065,0.145012,0.178643,0.202832
CD8,0.22797,0.136014,0.215093,0.254104,0.1642,0.279973
CD20,0.225814,0.200108,0.218716,0.199604,0.249154,0.170381
CD56,0.204137,0.127243,0.216406,0.14084,0.171367,0.150742
CD68,0.106867,0.232677,0.283706,0.287581,0.198444,0.189409
AF,0.192824,0.0927684,0.148545,0.214785,0.140473,0.141745
