,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.0997259,0.226779,0.166001,0.176584,0.163578,0.182521
CK,0.165196,0.107894,0.0849876,0.100094,0.134703,0.126981
CD3,0.163238,0.201289,0.335677,0.124988,0.158656,0.180385
CD8,0.247849,0.133195,0.21615,0.26235,0.153573,0.296014
CD20,0.235053,0.191694,0.221415,0.189557,0.256007,0.153171
CD56,0.219596,0.133479,0.232453,0.143347,0.181171,0.157004
CD68,0.0866196,0.215038,0.281634,0.299126,0.177262,0.172757
AF,0.191623,0.0982506,0.147531,0.217934,0.141845,0.14336
