,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.108856,0.239702,0.169224,0.17654,0.171766,0.201048
CK,0.180464,0.144907,0.117613,0.148208,0.165745,0.161955
CD3,0.176661,0.232837,0.323665,0.173781,0.194331,0.227172
CD8,0.239615,0.162663,0.2394,0.250986,0.197206,0.280888
CD20,0.345212,0.29359,0.337718,0.259435,0.370709,0.231311
CD56,0.269946,0.141949,0.257979,0.187737,0.199948,0.184065
CD68,0.108467,0.22423,0.279583,0.286403,0.209983,0.178403
AF,0.169564,0.0845383,0.126792,0.195044,0.123406,0.117052
