,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.100041,0.226723,0.165962,0.176566,0.163621,0.182416
CK,0.165044,0.108,0.0849121,0.10018,0.135056,0.126779
CD3,0.163095,0.201161,0.335727,0.124746,0.158433,0.180226
CD20,0.247467,0.133248,0.216118,0.261687,0.153429,0.29559
CD68,0.235413,0.191753,0.221398,0.189569,0.256188,0.15317
CD56,0.219201,0.133682,0.232382,0.143178,0.181108,0.156703
CD8,0.0864837,0.215388,0.281705,0.299002,0.177268,0.172743
AF,0.191579,0.0982974,0.147639,0.217748,0.141885,0.143351
