,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.222222,0.405229,0.311547,0.77342,0.311547,0.793028
CK,0.324619,0.53159,0.753813,0.708061,0.651416,0.496732
CD3,0.0653595,0.43573,0.958606,0.697168,0.544662,0.684096
CD20,0.285403,0.490196,0.54902,0.836601,0.418301,0.51634
CD68,0.213508,0.366013,0.283224,0.437908,0.278867,0.433551
CD56,0.697168,0.291939,0.250545,0.244009,0.189542,0.206972
CD8,0.272331,0.686275,0.448802,0.429194,0.187364,0.546841
AF,0.551198,0.257081,0.0108932,0.840959,0.174292,0.148148
