,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.425414,0.563536,0.440147,0.609576,0.394107,0.823204
CK,0.392265,0.640884,0.747698,0.688766,0.694291,0.539595
CD3,0.0313076,0.368324,0.935543,0.744015,0.458564,0.646409
CD20,0.392265,0.478821,0.59116,0.906077,0.414365,0.52302
CD68,0.12523,0.434622,0.302026,0.471455,0.305709,0.322284
CD56,0.705341,0.475138,0.394107,0.491713,0.344383,0.381215
CD8,0.156538,0.799263,0.650092,0.237569,0.151013,0.58011
AF,0.600368,0.528545,0.0294659,0.896869,0.191529,0.130755
