,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.149274,0.823772,0.46623,0.260266,0.650062,0.345905
CK,0.57659,0.41726,0.0655924,0.452961,0.430892,0.704428
CD3,0.501539,0.595221,0.82778,0.743739,0.370977,0.628888
CD20,0.757828,0.248988,0.639117,0.775008,0.553011,0.873837
CD68,0.722225,0.736096,0.761373,0.689604,0.77915,0.717601
CD56,0.796241,0.420528,0.787284,0.571858,0.640656,0.582327
CD8,0.244143,0.747836,0.880664,0.83566,0.711604,0.61445
AF,0.812823,0.0105593,0.497073,0.847449,0.576214,0.764983
