,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.153162,0.820012,0.485644,0.220892,0.694825,0.359023
CK,0.664694,0.375298,0.106218,0.457972,0.374183,0.653856
CD3,0.503929,0.569712,0.83271,0.740317,0.312922,0.55233
CD20,0.807146,0.344987,0.760279,0.742004,0.661673,0.887401
CD68,0.706664,0.894814,0.791651,0.746334,0.796773,0.801052
CD56,0.813327,0.581772,0.810074,0.554578,0.637305,0.635005
CD8,0.30483,0.811042,0.78241,0.820199,0.824022,0.715596
AF,0.798251,0.0170396,0.455263,0.814901,0.577728,0.704782
