,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.240735,0.481283,0.283098,0.234809,0.542784,0.393365
CK,0.451547,0.0435921,0.0336794,0.065024,0.0351117,0.0338086
CD3,0.0281095,0.235565,0.048037,0.0343429,0.030758,0.0411774
CD8,0.0359251,0.0321008,0.340715,0.0354311,0.026078,0.0539987
CD20,0.0255015,0.0300347,0.0338724,0.221043,0.0611631,0.0376432
CD56,0.0113938,0.0164073,0.0171873,0.0280302,0.111566,0.0196489
CD68,0.0229204,0.0760511,0.0664984,0.0736075,0.0534036,0.309751
AF,0.183868,0.0849663,0.176912,0.307712,0.139136,0.110607
