,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.103766,0.225651,0.163949,0.171592,0.166577,0.184306
CK,0.157661,0.10124,0.0852477,0.0952765,0.110688,0.129402
CD3,0.148232,0.191504,0.303191,0.112167,0.128789,0.138553
CD20,0.260702,0.143178,0.236704,0.255419,0.169183,0.310382
CD68,0.293114,0.259793,0.276859,0.254092,0.315862,0.210421
CD56,0.2618,0.133124,0.261883,0.152269,0.194198,0.161498
CD8,0.110104,0.247067,0.287735,0.316115,0.203605,0.204607
AF,0.174355,0.089539,0.130662,0.201705,0.128094,0.127086
