,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.258317,0.551859,0.37182,0.636008,0.39726,0.745597
CK,0.39726,0.575342,0.667319,0.495108,0.563601,0.536204
CD3,0.0156556,0.148728,0.931507,0.694716,0.232877,0.567515
CD20,0.289628,0.30137,0.465753,0.951076,0.340509,0.587084
CD68,0.072407,0.377691,0.270059,0.273973,0.205479,0.189824
CD56,0.663405,0.471624,0.32681,0.340509,0.228963,0.32681
CD8,0.111546,0.774951,0.632094,0.166341,0.193738,0.489237
AF,0.575342,0.317025,0.0567515,0.868885,0.172211,0.16047
