,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.135384,0.824585,0.450959,0.244081,0.647354,0.306303
CK,0.540162,0.338828,0.00946726,0.422956,0.404724,0.672987
CD3,0.523456,0.604555,0.834887,0.75346,0.407022,0.684274
CD20,0.757495,0.264698,0.635151,0.780132,0.534453,0.871277
CD68,0.68458,0.745521,0.742505,0.682171,0.77172,0.686432
CD56,0.791041,0.471152,0.789467,0.549409,0.630316,0.578761
CD8,0.160602,0.750323,0.879781,0.826747,0.687105,0.605789
AF,0.818249,0.0214153,0.511192,0.841853,0.611251,0.773243
