,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.102207,0.231209,0.168581,0.176239,0.166673,0.189129
CK,0.171013,0.1174,0.0966318,0.119019,0.147353,0.133379
CD3,0.158428,0.21401,0.327901,0.147737,0.183291,0.214373
CD8,0.237072,0.133206,0.208389,0.265239,0.156692,0.282316
CD20,0.237655,0.202628,0.227472,0.198599,0.260579,0.164362
CD56,0.227832,0.164132,0.233026,0.179659,0.215419,0.194858
CD68,0.105397,0.230913,0.286362,0.297215,0.196344,0.186557
AF,0.194861,0.0935133,0.145929,0.215654,0.142063,0.139401
