,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.18299,0.429702,0.246674,0.213649,0.485089,0.349008
CK,0.577094,0.0686002,0.0499985,0.100143,0.0535388,0.053182
CD3,0.022032,0.2538,0.0422475,0.0371947,0.0327472,0.0428475
CD8,0.0341807,0.0317803,0.387939,0.0343071,0.0298681,0.0510903
CD20,0.0230961,0.031576,0.0363322,0.243704,0.0674569,0.0433162
CD56,0.0132539,0.0246335,0.0234089,0.0379668,0.156993,0.0291022
CD68,0.0195858,0.0875991,0.0694715,0.0750741,0.0588532,0.33917
AF,0.127767,0.0723082,0.143928,0.257962,0.115454,0.092284
