,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.220077,0.777297,0.444511,0.367924,0.665046,0.493072
CK,0.584014,0.387629,0.109107,0.57522,0.517203,0.732921
CD3,0.497326,0.617035,0.767325,0.745775,0.493862,0.706403
CD8,0.659243,0.159975,0.551969,0.789409,0.525745,0.814256
CD20,0.640402,0.817858,0.683311,0.642437,0.702736,0.743808
CD56,0.719039,0.45119,0.756348,0.54773,0.581884,0.558881
CD68,0.372367,0.773634,0.826989,0.820995,0.740394,0.638422
AF,0.794056,0.0486724,0.492631,0.817486,0.596382,0.742805
