,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.149537,0.823064,0.465767,0.261886,0.648683,0.345316
CK,0.575664,0.418557,0.0635077,0.453858,0.42993,0.704464
CD3,0.501307,0.595547,0.827993,0.741892,0.371117,0.627981
CD8,0.758058,0.251384,0.640422,0.774953,0.55692,0.874026
CD20,0.722907,0.737903,0.763626,0.688816,0.778618,0.718704
CD56,0.796447,0.418932,0.786924,0.572922,0.638135,0.582011
CD68,0.24258,0.746978,0.879978,0.834871,0.710639,0.613364
AF,0.812951,0.0103945,0.497503,0.847149,0.575548,0.765012
