,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.221944,0.531141,0.325844,0.258236,0.587164,0.444504
CK,0.512318,0.056815,0.0446869,0.082092,0.0457835,0.0455784
CD3,0.0214441,0.192171,0.0445602,0.0298424,0.0241472,0.0323054
CD8,0.026062,0.0275883,0.27203,0.0341898,0.0205007,0.0502762
CD20,0.0144073,0.0187122,0.0229126,0.140769,0.0375054,0.023585
CD56,0.00939313,0.0144991,0.0183263,0.0230797,0.0826108,0.015094
CD68,0.0184635,0.0660213,0.0658362,0.075072,0.0479469,0.262867
AF,0.175968,0.0930523,0.205804,0.356719,0.154341,0.125789
