,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.130224,0.8252,0.453411,0.244616,0.645649,0.30629
CK,0.540238,0.340108,0.0144129,0.424281,0.401793,0.673932
CD3,0.523467,0.60438,0.835605,0.753971,0.409186,0.683243
CD8,0.757868,0.264345,0.63466,0.781679,0.531561,0.872111
CD20,0.684128,0.74592,0.745778,0.68155,0.770548,0.685934
CD56,0.790663,0.4719,0.789287,0.548671,0.630427,0.578721
CD68,0.159849,0.749688,0.880659,0.826252,0.687154,0.603221
AF,0.818645,0.0205334,0.511483,0.841841,0.611896,0.773164
