,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.144222,0.809317,0.428406,0.263595,0.642518,0.396278
CK,0.575682,0.353654,0.0521058,0.546196,0.489592,0.681606
CD3,0.468143,0.634654,0.785526,0.75717,0.510985,0.737913
CD8,0.615895,0.223964,0.570781,0.767355,0.522788,0.835765
CD20,0.670305,0.79119,0.67516,0.663366,0.71735,0.749657
CD56,0.765076,0.42673,0.766614,0.571269,0.599164,0.565151
CD68,0.354004,0.769498,0.841509,0.835505,0.745917,0.607588
AF,0.802247,0.0527261,0.502463,0.818225,0.60203,0.762566
