,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.130094,0.45428,0.293299,0.219716,0.509292,0.35122
CK,0.696318,0.121713,0.100974,0.162509,0.091783,0.0851395
CD3,0.0126745,0.173139,0.0367883,0.028052,0.0215423,0.0244524
CD8,0.0150201,0.0218741,0.227547,0.0281175,0.0168817,0.0358314
CD20,0.00753447,0.014651,0.0183299,0.114014,0.0306121,0.0179881
CD56,0.0079311,0.0203102,0.0236365,0.0285723,0.117901,0.0197136
CD68,0.015595,0.100992,0.0905078,0.0855685,0.0628877,0.351969
AF,0.114832,0.0930411,0.208917,0.333451,0.1491,0.113686
