,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.250903,0.462094,0.351986,0.705776,0.351986,0.794224
CK,0.310469,0.487365,0.689531,0.709386,0.66065,0.490975
CD3,0.0198556,0.268953,0.956679,0.635379,0.384477,0.631769
CD8,0.32852,0.406137,0.51083,0.911552,0.382671,0.50722
CD20,0.187726,0.373646,0.274368,0.400722,0.247292,0.350181
CD56,0.702166,0.333935,0.285199,0.306859,0.227437,0.241877
CD68,0.198556,0.741877,0.523466,0.389892,0.108303,0.557762
AF,0.505415,0.265343,0.00722022,0.810469,0.15343,0.0938628
