,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.109645,0.239703,0.169136,0.176479,0.171976,0.200791
CK,0.180455,0.14482,0.117714,0.148199,0.165639,0.161845
CD3,0.176425,0.232777,0.323781,0.174623,0.19449,0.227325
CD20,0.23973,0.162773,0.239628,0.251209,0.197076,0.281323
CD68,0.345104,0.293189,0.337883,0.259558,0.370865,0.231298
CD56,0.269315,0.141717,0.257893,0.187468,0.199509,0.183754
CD8,0.108662,0.224177,0.279499,0.286179,0.209733,0.178472
AF,0.169695,0.0845972,0.1268,0.194824,0.123261,0.117149
