,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.100472,0.225349,0.165674,0.173925,0.163677,0.182206
CK,0.171771,0.112857,0.0881814,0.0997899,0.130665,0.13248
CD3,0.157408,0.198094,0.324246,0.119543,0.149318,0.164305
CD20,0.248769,0.130906,0.210464,0.261765,0.146932,0.295009
CD68,0.24618,0.201725,0.23625,0.200658,0.272415,0.171169
CD56,0.226023,0.124665,0.228422,0.145624,0.178019,0.150981
CD8,0.0961785,0.217389,0.28673,0.307187,0.190779,0.178785
AF,0.185628,0.0952616,0.147753,0.212102,0.137533,0.142538
