,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.290019,0.410546,0.34275,0.751412,0.418079,0.817326
CK,0.259887,0.519774,0.730697,0.689266,0.715631,0.510358
CD3,0.0433145,0.425612,0.934087,0.623352,0.517891,0.736347
CD20,0.265537,0.442561,0.553672,0.839925,0.438795,0.512241
CD68,0.210923,0.389831,0.310734,0.499058,0.295669,0.397363
CD56,0.679849,0.318267,0.276836,0.34275,0.271186,0.284369
CD8,0.199623,0.672316,0.474576,0.436911,0.180791,0.536723
AF,0.570621,0.282486,0.0131827,0.890772,0.216573,0.137476
