,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.228495,0.465646,0.268544,0.220506,0.546289,0.369511
CK,0.4538,0.0442042,0.0331355,0.0639924,0.0373436,0.0335544
CD3,0.0281466,0.237563,0.046619,0.0333695,0.0316896,0.0401359
CD8,0.0374952,0.0336586,0.351402,0.0346497,0.0282827,0.0528557
CD20,0.0275535,0.0342526,0.0365609,0.242678,0.0703466,0.0415354
CD56,0.00864023,0.01122,0.0134531,0.0181361,0.0722813,0.011951
CD68,0.0251226,0.0847097,0.0705709,0.0775094,0.0622507,0.338968
AF,0.190748,0.088746,0.179715,0.309159,0.151516,0.111489
