,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.240842,0.481332,0.2829,0.234635,0.542788,0.393064
CK,0.451432,0.0436051,0.0336816,0.0650809,0.0351131,0.0338062
CD3,0.0281059,0.235545,0.0480277,0.0343491,0.0307501,0.0412245
CD20,0.0359477,0.0321139,0.340833,0.0354255,0.026092,0.05391
CD68,0.0254654,0.0300077,0.0338522,0.221081,0.0612414,0.0376018
CD56,0.0114168,0.0164453,0.0172215,0.028038,0.111432,0.0196859
CD8,0.0229136,0.0759451,0.0664848,0.0736605,0.0534328,0.310064
AF,0.183876,0.0850069,0.176999,0.307729,0.139151,0.110644
