,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.104093,0.225273,0.16391,0.171412,0.16653,0.18431
CK,0.157732,0.101166,0.0852678,0.0952549,0.110715,0.129503
CD3,0.1484,0.191624,0.303192,0.11217,0.128992,0.138554
CD8,0.260742,0.143391,0.23689,0.255684,0.168952,0.310555
CD20,0.292542,0.259564,0.276636,0.254166,0.316146,0.210006
CD56,0.261958,0.132965,0.261538,0.15193,0.194373,0.161816
CD68,0.109803,0.246985,0.287928,0.316243,0.203694,0.20444
AF,0.174328,0.089713,0.130571,0.201775,0.128085,0.12714
