,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
DAPI,0.118923,0.242851,0.181295,0.186785,0.180406,0.202359
CK,0.175738,0.127461,0.10052,0.117576,0.144823,0.144765
CD3,0.201287,0.265436,0.391688,0.17808,0.221923,0.247327
CD8,0.269181,0.167469,0.260821,0.277779,0.189162,0.328905
CD20,0.349424,0.30325,0.328096,0.28995,0.372618,0.227082
CD56,0.295714,0.163903,0.294598,0.19566,0.227191,0.200544
CD68,0.105507,0.229707,0.287603,0.311434,0.189346,0.192803
AF,0.195515,0.101957,0.138306,0.228113,0.147579,0.133731
