,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.684112,0.998131,0.992523,0.996262,0.433645,0.91028
Pan-Keratin,0.0691589,0.170093,0.106542,0.162617,0.194393,0.104673
CD3,0.0317757,0.00373832,0.00186916,0.461682,0.624299,0.0766355
CD20,0.0168224,0.011215,0.0149533,0.637383,0.519626,0.603738
CD68,0.0747664,0.0616822,0.164486,0.190654,0.119626,0.338318
CD56,0.190654,0.0971963,0.188785,0.0915888,0.00186916,0.185047
CD8,0.323364,0.145794,0.250467,0.188785,0.0691589,0.0915888
BG,0,0.358879,0.134579,0.340187,1,0.571963
