,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.165974,0.295301,0.213704,0.286035,0.145464,0.149773
Pan-Keratin,0.0673543,0.0217185,0.0324102,0.0291999,0.0141494,0.0179183
CD3,0.0701515,0.204413,0.145008,0.205648,0.0872593,0.125629
CD20,0.103066,0.135339,0.153592,0.12992,0.0462461,0.0554385
CD68,0.0422079,0.0511868,0.0429481,0.0808951,0.0645756,0.0629046
CD56,0.00299368,0.00237534,0.00315502,0.00308728,0.00275922,0.00173459
CD8,0.0785096,0.0817768,0.0799244,0.0668413,0.0937117,0.160932
BG,0.153327,0.226452,0.221085,0.0739808,0.183347,0.153925
