,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.556553,0.998205,0.994614,0.976661,0.369838,0.904847
Pan-Keratin,0.005386,0.411131,0.267504,0.149013,0.369838,0.210054
CD3,0.0197487,0.00897666,0,0.396768,0.682226,0.0341113
CD8,0.0143627,0.010772,0.016158,0.594255,0.529623,0.594255
CD20,0.02693,0.116697,0.145422,0.163375,0.0807899,0.324955
CD56,0.100539,0.0520646,0.0879713,0.0610413,0.005386,0.0951526
CD68,0.432675,0.109515,0.210054,0.199282,0.010772,0.0341113
BG,0,0.351885,0.147217,0.289048,0.992819,0.531418
