,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.623988,0.567347,0.502138,0.547984,0.658331,0.492534
Pan-Keratin,0.146266,0.0284211,0.0196993,0.0170362,0.0389338,0.0161175
CD3,0.0424538,0.265764,0.061242,0.0359888,0.03182,0.0246427
CD8,0.0302426,0.0438467,0.319324,0.0384883,0.0353795,0.0410116
CD20,0.0391721,0.0315465,0.0296946,0.30036,0.0779908,0.0352858
CD56,0.00192627,0.000581762,0.00129396,0.00287737,0.0116787,0.00124102
CD68,0.0389078,0.0212771,0.0323188,0.0271518,0.0507442,0.353691
BG,0.0770428,0.0412161,0.0342889,0.0301135,0.095122,0.0354768
