,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.590278,0.998264,1,0.987847,0.336806,0.907986
Pan-Keratin,0.00520833,0.340278,0.210069,0.163194,0.296875,0.175347
CD3,0.0451389,0.0121528,0,0.359375,0.612847,0.0260417
CD8,0.015625,0.00694444,0.015625,0.583333,0.480903,0.559028
CD20,0.015625,0.0538194,0.154514,0.0954861,0.0364583,0.401042
CD56,0.100694,0.0538194,0.0833333,0.0572917,0.00868056,0.0885417
CD68,0.394097,0.119792,0.194444,0.192708,0.00347222,0.0225694
BG,0,0.414931,0.168403,0.347222,0.998264,0.574653
