,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.743124,0.610798,0.424935,0.707802,0.600928,0.448477
Pan-Keratin,0.540739,-0.191243,0.627622,0.324237,-0.573465,0.167571
CD3,-0.0307287,0.698479,0.422887,0.827201,0.350918,0.484218
CD20,0.504795,0.570457,0.666456,0.746219,-0.212551,-0.0153576
CD68,0.225599,0.366881,0.412635,0.701285,0.607852,0.389442
CD56,0.35016,0.357705,0.341394,0.618419,0.351124,-0.0644648
CD8,0.137403,0.589991,0.570202,0.522118,0.338084,0.720031
BG,0.296596,0.897209,0.845846,0.120084,0.657846,0.846467
