,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.625755,0.589339,0.527879,0.552407,0.671276,0.509614
Pan-Keratin,0.164575,0.0342099,0.0243395,0.020168,0.0440808,0.019867
CD3,0.0366287,0.241538,0.0582411,0.0317885,0.0278726,0.023522
CD20,0.0257857,0.0399332,0.293801,0.0324291,0.0298498,0.0360409
CD68,0.0395704,0.033747,0.0305449,0.309026,0.0811126,0.0368025
CD56,0.0012779,0.000259334,0.000909138,0.00131884,0.00802309,0.0006903
CD8,0.0340711,0.020118,0.0301111,0.0243893,0.0473541,0.338797
BG,0.0723361,0.0408555,0.0341742,0.0284731,0.0904309,0.0346664
