,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.703446,0.634493,0.483752,0.716493,0.651627,0.48155
Pan-Keratin,0.675764,-0.117977,0.769892,0.408508,-0.538729,0.312505
CD3,0.290282,0.789433,0.535298,0.862116,0.585087,0.584383
CD20,0.665292,0.732116,0.800109,0.831029,-0.0411906,0.0270448
CD68,0.504855,0.368987,0.563391,0.689216,0.677283,0.651413
CD56,0.804363,0.655116,0.702175,0.886766,0.702265,0.439077
CD8,0.0316168,0.724407,0.579846,0.746789,0.335917,0.820553
BG,0.289392,0.875396,0.845898,0.162792,0.678028,0.85095
