,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.171519,0.300864,0.21416,0.284267,0.151165,0.160857
Pan-Keratin,0.110126,0.0340173,0.0639651,0.0489738,0.0235818,0.032721
CD3,0.0287856,0.0826365,0.0595878,0.0828695,0.0390806,0.052738
CD8,0.0481255,0.0630727,0.0721533,0.0631529,0.0250784,0.0305568
CD20,0.0257517,0.0297181,0.0252722,0.0516832,0.0400443,0.0379561
CD56,0.00525453,0.00403691,0.0051832,0.00544148,0.00543292,0.0029798
CD68,0.0471228,0.0540101,0.0499969,0.046522,0.0563856,0.0982602
BG,0.150582,0.221104,0.213485,0.0737936,0.178051,0.148352
