,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.690182,0.480583,0.294706,0.587136,0.57893,0.174062
Pan-Keratin,0.573243,-0.409937,0.806866,0.330648,-0.553627,0.183247
CD3,-0.0288308,0.688493,0.432687,0.79761,0.450731,0.491534
CD20,0.495138,0.562892,0.664613,0.751538,-0.204516,-0.0776455
CD68,0.342882,0.434601,0.580376,0.744442,0.706647,0.553811
CD56,0.853273,0.658759,0.796206,0.935922,0.851149,0.62081
CD8,0.168651,0.569077,0.624401,0.524556,0.367538,0.751256
BG,0.266088,0.878631,0.841986,0.0645821,0.661239,0.846875
