,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.553477,0.544131,0.482928,0.488815,0.615949,0.471129
Pan-Keratin,0.220211,0.0460562,0.0313673,0.0266081,0.0608103,0.026243
CD3,0.0371642,0.268217,0.0601838,0.0334268,0.0296844,0.0248805
CD8,0.0272627,0.0414769,0.308774,0.0345387,0.0318154,0.0376189
CD20,0.0514323,0.0369541,0.0470993,0.360333,0.0963667,0.0500128
CD56,0.0048496,0.00114496,0.00335633,0.0041592,0.0247026,0.00325468
CD68,0.0346719,0.0214869,0.0319816,0.0244646,0.0482706,0.351107
BG,0.0709317,0.0405329,0.0343101,0.027654,0.0924006,0.0357545
