,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.181535,0.328873,0.236223,0.307385,0.171698,0.162383
Pan-Keratin,0.10886,0.0331985,0.0552454,0.0476859,0.0201187,0.0312708
CD3,0.100813,0.254358,0.186662,0.25898,0.116386,0.166082
CD20,0.130255,0.167952,0.185925,0.166002,0.0594674,0.0714178
CD68,0.0335129,0.0383561,0.0286323,0.0656528,0.0547078,0.0463285
CD56,0.00507441,0.00417608,0.00520138,0.00576412,0.00590696,0.00345487
CD8,0.0729161,0.0860165,0.0831932,0.0697496,0.0981221,0.165859
BG,0.155323,0.229647,0.227712,0.0767024,0.189975,0.159739
