,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.156154,0.292804,0.218793,0.273641,0.150479,0.143699
Pan-Keratin,0.0799366,0.0334839,0.0694485,0.0467434,0.0226556,0.0341828
CD3,0.106657,0.245917,0.169366,0.242826,0.128982,0.141836
CD20,0.15298,0.194748,0.223684,0.203155,0.0727869,0.0772393
CD68,0.0464663,0.0489923,0.0470142,0.0845579,0.0674542,0.0742449
CD56,0.0742036,0.0478833,0.0676887,0.072813,0.0674041,0.0430896
CD8,0.0548871,0.075179,0.0621299,0.0686757,0.0722246,0.139192
BG,0.148672,0.220343,0.217108,0.0725883,0.178714,0.148154
