,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.753748,0.649996,0.446087,0.715665,0.628839,0.516923
Pan-Keratin,0.53884,-0.295121,0.709132,0.328249,-0.596352,0.135951
CD3,-0.00657204,0.701162,0.38795,0.806036,0.331226,0.453531
CD8,0.486095,0.536039,0.646138,0.680846,-0.2034,-0.0663228
CD20,0.264081,0.301084,0.447776,0.715699,0.63901,0.417761
CD56,0.680401,0.650124,0.620305,0.83474,0.747905,0.305642
CD68,0.0874474,0.539194,0.599912,0.567005,0.293176,0.71716
BG,0.287593,0.886745,0.841559,0.174156,0.673577,0.847219
