,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.154808,0.231138,0.172945,0.221744,0.139729,0.106854
Pan-Keratin,0.0881399,0.0309754,0.0634489,0.0442649,0.0226888,0.0299838
CD3,0.0442964,0.128109,0.0915187,0.122776,0.0591036,0.0727444
CD8,0.0595441,0.0762023,0.0856504,0.0747549,0.0271226,0.033878
CD20,0.0692148,0.0779863,0.0728316,0.138957,0.109361,0.103174
CD56,0.0144665,0.0101107,0.0135842,0.0144401,0.0137731,0.0101469
CD68,0.0335358,0.0355353,0.0351373,0.0291949,0.0370245,0.0621263
BG,0.14406,0.215209,0.213086,0.067845,0.173544,0.143775
