,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.624047,0.567116,0.502777,0.547845,0.658495,0.492713
Pan-Keratin,0.146419,0.0284362,0.0196983,0.0170224,0.0388462,0.0161103
CD3,0.042458,0.266053,0.0611935,0.0359283,0.0318073,0.024662
CD20,0.0301616,0.0437255,0.318588,0.0384096,0.0352473,0.0410264
CD68,0.0391311,0.0315277,0.0297679,0.300583,0.0780251,0.0353445
CD56,0.00193126,0.000581551,0.00129365,0.00288183,0.0116432,0.00123536
CD8,0.0388645,0.0212635,0.0323568,0.0271748,0.0507521,0.353373
BG,0.0769873,0.0412967,0.0343252,0.0301551,0.0951838,0.0355353
