,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.6,0.980645,0.982796,0.974194,0.397849,0.866667
Pan-Keratin,0.00860215,0.468817,0.260215,0.247312,0.395699,0.290323
CD3,0.0344086,0.0408602,0.0107527,0.204301,0.277419,0.0301075
CD20,0.0344086,0.0172043,0.027957,0.324731,0.249462,0.277419
CD68,0.0322581,0.0344086,0.12043,0.0752688,0.0430108,0.243011
CD56,0.0193548,0.00860215,0.0193548,0.0150538,0,0.0172043
CD8,0.296774,0.133333,0.202151,0.137634,0.00215054,0.0258065
BG,0,0.350538,0.174194,0.322581,0.997849,0.554839
