,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.442529,0.996169,1,0.998084,0.136015,0.860153
Pan-Keratin,0.00957854,0.222222,0.157088,0.181992,0.373563,0.139847
CD3,0.0229885,0.0153257,0.00383142,0.308429,0.423372,0.0344828
CD20,0.0210728,0.00383142,0.0191571,0.342912,0.291188,0.340996
CD68,0.0727969,0.111111,0.216475,0.235632,0.091954,0.521073
CD56,0.0287356,0.0210728,0.0287356,0.0191571,0,0.0287356
CD8,0.155172,0.0613027,0.101533,0.0881226,0.00383142,0.0153257
BG,0,0.367816,0.193487,0.358238,0.996169,0.549808
