,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.168438,0.280612,0.202503,0.274271,0.136338,0.14238
Pan-Keratin,0.0769203,0.0271251,0.0366938,0.0345307,0.017408,0.0257071
CD3,0.0587915,0.176919,0.124374,0.177918,0.0723632,0.110811
CD20,0.0964131,0.125952,0.141568,0.121982,0.0431273,0.0560406
CD68,0.0423079,0.0526164,0.0419203,0.0831926,0.064729,0.06246
CD56,0.00905774,0.00643525,0.00867752,0.00897418,0.00885071,0.00590036
CD8,0.0764012,0.0788527,0.0724271,0.0617105,0.0900307,0.152786
BG,0.152681,0.22384,0.215703,0.0739926,0.178733,0.147709
