,CK+,CD3+,CD8+,CD20+,CD56+,CD68+
dsDNA,0.604167,0.998264,0.998264,0.986111,0.347222,0.907986
Pan-Keratin,0.00520833,0.336806,0.203125,0.154514,0.295139,0.184028
CD3,0.0503472,0.0138889,0.00173611,0.355903,0.609375,0.0295139
CD20,0.015625,0.0121528,0.0138889,0.583333,0.486111,0.564236
CD68,0.0138889,0.0555556,0.159722,0.0902778,0.0381944,0.399306
CD56,0.102431,0.0590278,0.0833333,0.0590278,0.0104167,0.0885417
CD8,0.392361,0.123264,0.196181,0.182292,0.00347222,0.0243056
BG,0,0.418403,0.175347,0.350694,0.998264,0.572917
